filename,B.Code,issue,issue_addressed,addressed_by_whom,notes
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - JO0128.xlsm,JO0128,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - JO0129.xlsm,JO0129,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - JO0130.xlsm,JO0130,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - JO0131.xlsm,JO0131,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - JO0132.xlsm,JO0132,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - JO0133.xlsm,JO0133,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - JO0134.xlsm,JO0134,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - JO0135.xlsm,JO0135,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - JO0136.xlsm,JO0136,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - JO0137.xlsm,JO0137,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - JO0138.xlsm,JO0138,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - JO0139.xlsm,JO0139,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - JO0140.xlsm,JO0140,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - JO0141.xlsm,JO0141,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - JO0142.xlsm,JO0142,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - JO0143.xlsm,JO0143,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - JO0144.xlsm,JO0144,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - JO0145.xlsm,JO0145,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - JO0146.xlsm,JO0146,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - JO0147.xlsm,JO0147,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - JO0148.xlsm,JO0148,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - JO0149.xlsm,JO0149,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - JO0150.xlsm,JO0150,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - JO0151.xlsm,JO0151,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - JO0152.xlsm,JO0152,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - JO0153.xlsm,JO0153,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - JO0154.xlsm,JO0154,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - JO0156.xlsm,JO0156,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - JO0158.xlsm,JO0158,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - JO0159.xlsm,JO0159,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - JO0160.xlsm,JO0160,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - JO0161.xlsm,JO0161,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - JO0162.xlsm,JO0162,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - JO0164.xlsm,JO0164,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - JO0165.xlsm,JO0165,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - JO0166.xlsm,JO0166,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - JO0167.xlsm,JO0167,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - JO0168.xlsm,JO0168,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - JO0169.xlsm,JO0169,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - JO0170.xlsm,JO0170,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - JO0172.xlsm,JO0172,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - JO0173.xlsm,JO0173,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - JO0174.xlsm,JO0174,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - JO0175.xlsm,JO0175,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - JO0176.xlsm,JO0176,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - NN0473.xlsm,NN0473,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - NN0474.xlsm,NN0474,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - NN0475.xlsm,NN0475,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - NN0476.xlsm,NN0476,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - NN0477.xlsm,NN0477,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - NN0478.xlsm,NN0478,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - NN0479.xlsm,NN0479,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - NN0480.xlsm,NN0480,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - SP0037.xlsm,SP0037,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - SP0038.xlsm,SP0038,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - SP0039.xlsm,SP0039,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - SP0040.xlsm,SP0040,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - SP0041.xlsm,SP0041,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - SP0042.xlsm,SP0042,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - SP0043.xlsm,SP0043,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - SP0046.xlsm,SP0046,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.23 - SP0048.xlsm,SP0048,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - AF0002.xlsm,AF0002,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - AF0003.xlsm,AF0003,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - AF0005.xlsm,AF0005,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - AF0006.xlsm,AF0006,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - AF0007.1.xlsm,AF0007.1,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - CJ0150.1.xlsm,CJ0150.1,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - CJ0182.1.xlsm,CJ0182.1,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - CJ0182.2.xlsm,CJ0182.2,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - CJ0183.xlsm,CJ0183,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - CJ0184.xlsm,CJ0184,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - CJ0185.xlsm,CJ0185,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - CJ0186.xlsm,CJ0186,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - CJ0187.xlsm,CJ0187,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - CJ0188.xlsm,CJ0188,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - CJ0189.xlsm,CJ0189,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - CJ0190.xlsm,CJ0190,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - CJ0191.xlsm,CJ0191,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - CJ0192.xlsm,CJ0192,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - CJ0193.xlsm,CJ0193,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - CJ0194.xlsm,CJ0194,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - CJ0195.xlsm,CJ0195,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - CJ0196.xlsm,CJ0196,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - CJ0197.xlsm,CJ0197,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - CJ0198.xlsm,CJ0198,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - CJ0199.xlsm,CJ0199,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - CJ0200.xlsm,CJ0200,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - CJ0201.xlsm,CJ0201,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - CJ0202.xlsm,CJ0202,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - CJ0203.xlsm,CJ0203,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - CJ0204.xlsm,CJ0204,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - DM0003.xlsm,DM0003,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - DM0004.xlsm,DM0004,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - DM0008.xlsm,DM0008,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - DM0011.xlsm,DM0011,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - DM0013.xlsm,DM0013,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - DM0014.xlsm,DM0014,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - DM0016.xlsm,DM0016,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - DM0018.xlsm,DM0018,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - DM0020.xlsm,DM0020,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - DM0023.xlsm,DM0023,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - DM0024.xlsm,DM0024,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - DM0025.xlsm,DM0025,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - HK0002.xlsm,HK0002,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - HK0106.xlsm,HK0106,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - HK0161.1.xlsm,HK0161.1,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - HK0161.2.xlsm,HK0161.2,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - HK0166.xlsm,HK0166,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - HK0202.1.xlsm,HK0202.1,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - HK0209.xlsm,HK0209,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - HK0225.xlsm,HK0225,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - HK0227.xlsm,HK0227,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - HK0240.xlsm,HK0240,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - HK0242.xlsm,HK0242,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - HK0255.2.xlsm,HK0255.2,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - HK0258.1.xlsm,HK0258.1,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - HK0258.2.xlsm,HK0258.2,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - HK0258.3.xlsm,HK0258.3,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - HK0261.xlsm,HK0261,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - HK0268.xlsm,HK0268,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - HK0269.xlsm,HK0269,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - HK0274.xlsm,HK0274,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - HK0294.xlsm,HK0294,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - HK0306.1.xlsm,HK0306.1,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - HK0306.2.xlsm,HK0306.2,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - HK0313.xlsm,HK0313,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - JO0177.xlsm,JO0177,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - JO0178.xlsm,JO0178,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - JO0179.xlsm,JO0179,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - JO0181.xlsm,JO0181,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - JO0184.xlsm,JO0184,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - JO0185.xlsm,JO0185,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - JO0186.xlsm,JO0186,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - JO0187.xlsm,JO0187,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - JO0188.xlsm,JO0188,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - JO0189.xlsm,JO0189,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - JO0190.xlsm,JO0190,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - JO0191.xlsm,JO0191,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - JO0193.xlsm,JO0193,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - JO0194.xlsm,JO0194,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - JO0195.xlsm,JO0195,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - JO0196.xlsm,JO0196,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - JO0197.xlsm,JO0197,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - JO0198.xlsm,JO0198,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - JO0199.xlsm,JO0199,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - JO0200.xlsm,JO0200,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - JO0201.xlsm,JO0201,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - JO0202.xlsm,JO0202,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - JO0203.xlsm,JO0203,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - JO0204.xlsm,JO0204,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - JO0207.xlsm,JO0207,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - JO0210.xlsm,JO0210,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - JS0006.1.xlsm,JS0006.1,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - JS0006.2.xlsm,JS0006.2,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - JS0025.xlsm,JS0025,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - JS0035.xlsm,JS0035,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - JS0039.xlsm,JS0039,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - JS0040.1.xlsm,JS0040.1,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - JS0040.2.xlsm,JS0040.2,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - JS0041.xlsm,JS0041,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - JS0052.xlsm,JS0052,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - JS0054.xlsm,JS0054,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - JS0070.xlsm,JS0070,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - JS0071.xlsm,JS0071,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - JS0072.xlsm,JS0072,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - JS0086.xlsm,JS0086,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - JS0087.xlsm,JS0087,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - JS0102.xlsm,JS0102,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - JS0104.xlsm,JS0104,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - JS0199.xlsm,JS0199,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - JS0204.xlsm,JS0204,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - JS0216.xlsm,JS0216,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - JS0218.1.xlsm,JS0218.1,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - JS0218.2.xlsm,JS0218.2,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - JS0234.xlsm,JS0234,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - JS0248.xlsm,JS0248,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - JS0260.xlsm,JS0260,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - JS0274.1.xlsm,JS0274.1,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - JS0274.2.xlsm,JS0274.2,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - JS0278.xlsm,JS0278,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - JS0279.xlsm,JS0279,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - JS0283.xlsm,JS0283,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - JS0307.xlsm,JS0307,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - JS0319.xlsm,JS0319,Excel import failed,FALSE,"",""
C:/rprojects/common_data/era/data_entry/industrious_elephant_2023/excel_files/V2.0.24 - JS0334.1.xlsm,JS0334.1,Excel import failed,FALSE,"",""
